-3.399
0.067
0.076
0.083
0.091
0.101
0.11
0.119
0.127
0.144
0.15
0.161
0.173
0.185
0.196
0.202
0.202
0.205
0.209
0.22
0.23
0.235
0.246
0.261
0.276
0.304
0.324
0.339
0.359
0.371
0.379
0.38
0.408
0.43
0.439
0.437
0.438
0.438
0.446
0.453
0.459
0.464
0.451
0.441
0.447
0.447
0.441
0.437
-3.399
-3.399
-3.399
